Isolate_Id,reason
EPI_ISL_389606,too short
EPI_ISL_389607,too short
EPI_ISL_389608,too short
EPI_ISL_389609,too short
EPI_ISL_389610,too short
EPI_ISL_389611,too short
EPI_ISL_389612,too short
EPI_ISL_389613,too short
EPI_ISL_389614,too short
EPI_ISL_389615,too short
EPI_ISL_389932,too many ambiguous nucleotides
EPI_ISL_390305,too short
EPI_ISL_391431,too short
EPI_ISL_395056,too short
EPI_ISL_395065,too short
EPI_ISL_395067,too short
EPI_ISL_395066,too short
EPI_ISL_395068,too short
EPI_ISL_395070,too short
EPI_ISL_395176,too short
EPI_ISL_395177,too short
EPI_ISL_395178,too short
EPI_ISL_395179,too short
EPI_ISL_398177,too short
EPI_ISL_395072,too short
EPI_ISL_400601,too short
EPI_ISL_400601,too short
EPI_ISL_401792,too short
EPI_ISL_401976,too many ambiguous nucleotides
EPI_ISL_401979,too many ambiguous nucleotides
EPI_ISL_405394,too short
EPI_ISL_408542,too short
EPI_ISL_416540,too short
EPI_ISL_416544,too short
EPI_ISL_416545,too short
EPI_ISL_423035,too short
EPI_ISL_486381,too short
EPI_ISL_403691,too short
EPI_ISL_403684,too short
EPI_ISL_403681,too short
EPI_ISL_408563,too short
EPI_ISL_411925,too short
EPI_ISL_2932454,too short
EPI_ISL_2932456,too short
EPI_ISL_2932458,too short
EPI_ISL_4221818,too short
EPI_ISL_4221820,too short
EPI_ISL_4221822,too short
EPI_ISL_16542117,too short
EPI_ISL_331318,molecular clock outlier
EPI_ISL_331319,molecular clock outlier
EPI_ISL_331320,molecular clock outlier
EPI_ISL_331316,molecular clock outlier
EPI_ISL_331313,molecular clock outlier
EPI_ISL_331314,molecular clock outlier
EPI_ISL_331315,molecular clock outlier
EPI_ISL_331317,molecular clock outlier
EPI_ISL_143679,molecular clock outlier
EPI_ISL_17264977,molecular clock outlier
EPI_ISL_17264968,molecular clock outlier
EPI_ISL_17264991,molecular clock outlier
EPI_ISL_17264998,molecular clock outlier
EPI_ISL_1360030,molecular clock outlier
EPI_ISL_347100,molecular clock outlier
EPI_ISL_1347733,molecular clock outlier
EPI_ISL_498823,molecular clock outlier
EPI_ISL_1347550,molecular clock outlier
EPI_ISL_1347689,molecular clock outlier
EPI_ISL_159354,molecular clock outlier
EPI_ISL_159533,molecular clock outlier
EPI_ISL_1347833,molecular clock outlier
EPI_ISL_1354478,molecular clock outlier
EPI_ISL_146137,molecular clock outlier
EPI_ISL_1347834,molecular clock outlier
EPI_ISL_421527,molecular clock outlier
EPI_ISL_156812,molecular clock outlier
EPI_ISL_1347777,molecular clock outlier
EPI_ISL_15083862,molecular clock outlier
EPI_ISL_1347992,molecular clock outlier
EPI_ISL_102046,molecular clock outlier
EPI_ISL_1360109,molecular clock outlier
EPI_ISL_364610,molecular clock outlier
EPI_ISL_17614713,molecular clock outlier
EPI_ISL_209042,molecular clock outlier
EPI_ISL_345245,molecular clock outlier
EPI_ISL_309776,molecular clock outlier
EPI_ISL_329966,molecular clock outlier
EPI_ISL_365665,molecular clock outlier
EPI_ISL_16573172,molecular clock outlier
EPI_ISL_273784,molecular clock outlier
EPI_ISL_273785,molecular clock outlier
EPI_ISL_273788,molecular clock outlier
EPI_ISL_273789,molecular clock outlier
EPI_ISL_273792,molecular clock outlier
EPI_ISL_275656,molecular clock outlier
EPI_ISL_281611,molecular clock outlier
EPI_ISL_283042,molecular clock outlier
EPI_ISL_283045,molecular clock outlier
EPI_ISL_285987,molecular clock outlier
EPI_ISL_291395,molecular clock outlier
EPI_ISL_322393,molecular clock outlier
EPI_ISL_1652534,molecular clock outlier
EPI_ISL_1653923,molecular clock outlier
