Isolate_Id,reason
EPI_ISL_304411,too short
EPI_ISL_304410,too short
EPI_ISL_304409,too short
EPI_ISL_304408,too short
EPI_ISL_304407,too short
EPI_ISL_304406,too short
EPI_ISL_304405,too short
EPI_ISL_303648,too short
EPI_ISL_303647,too short
EPI_ISL_303646,too short
EPI_ISL_303645,too short
EPI_ISL_305998,too short
EPI_ISL_303589,too short
EPI_ISL_303588,too short
EPI_ISL_303555,too short
EPI_ISL_292951,too short
EPI_ISL_292948,too short
EPI_ISL_292947,too short
EPI_ISL_292946,too short
EPI_ISL_292940,too short
EPI_ISL_292936,too short
EPI_ISL_292935,too short
EPI_ISL_292934,too short
EPI_ISL_292926,too short
EPI_ISL_298735,too short
EPI_ISL_298702,too short
EPI_ISL_298700,too short
EPI_ISL_298721,too short
EPI_ISL_299728,too short
EPI_ISL_299727,too short
EPI_ISL_299725,too short
EPI_ISL_299724,too short
EPI_ISL_299723,too short
EPI_ISL_299721,too short
EPI_ISL_292860,too short
EPI_ISL_292859,too short
EPI_ISL_292858,too short
EPI_ISL_292857,too short
EPI_ISL_292855,too short
EPI_ISL_292854,too short
EPI_ISL_292852,too short
EPI_ISL_308134,too short
EPI_ISL_307945,too short
EPI_ISL_307916,too short
EPI_ISL_310856,too short
EPI_ISL_311306,too short
EPI_ISL_312428,too short
EPI_ISL_306382,too short
EPI_ISL_306381,too short
EPI_ISL_306380,too short
EPI_ISL_306379,too short
EPI_ISL_306378,too short
EPI_ISL_306566,too short
EPI_ISL_306565,too short
EPI_ISL_306509,too short
EPI_ISL_306514,too short
EPI_ISL_306513,too short
EPI_ISL_311990,too short
EPI_ISL_312384,too short
EPI_ISL_312380,too short
EPI_ISL_311500,too short
EPI_ISL_311993,too short
EPI_ISL_307687,too short
EPI_ISL_310887,too short
EPI_ISL_310892,too short
EPI_ISL_310890,too short
EPI_ISL_310867,too short
EPI_ISL_310888,too short
EPI_ISL_310866,too short
EPI_ISL_310886,too short
EPI_ISL_306403,too short
EPI_ISL_306402,too short
EPI_ISL_311836,too short
EPI_ISL_307986,too short
EPI_ISL_306391,too short
EPI_ISL_306390,too short
EPI_ISL_306389,too short
EPI_ISL_306388,too short
EPI_ISL_306387,too short
EPI_ISL_307983,too short
EPI_ISL_307974,too short
EPI_ISL_307967,too short
EPI_ISL_313943,too short
EPI_ISL_313942,too short
EPI_ISL_313941,too short
EPI_ISL_313940,too short
EPI_ISL_313939,too short
EPI_ISL_313938,too short
EPI_ISL_313937,too short
EPI_ISL_313936,too short
EPI_ISL_313935,too short
EPI_ISL_313934,too short
EPI_ISL_313933,too short
EPI_ISL_313932,too short
EPI_ISL_313931,too short
EPI_ISL_313930,too short
EPI_ISL_313929,too short
EPI_ISL_313928,too short
EPI_ISL_313927,too short
EPI_ISL_313926,too short
EPI_ISL_313925,too short
EPI_ISL_313924,too short
EPI_ISL_313923,too short
EPI_ISL_313922,too short
EPI_ISL_313921,too short
EPI_ISL_313920,too short
EPI_ISL_313919,too short
EPI_ISL_313918,too short
EPI_ISL_313917,too short
EPI_ISL_313916,too short
EPI_ISL_313915,too short
EPI_ISL_312586,too short
EPI_ISL_312581,too short
EPI_ISL_312577,too short
EPI_ISL_312570,too short
EPI_ISL_312399,too short
EPI_ISL_312396,too short
EPI_ISL_312393,too short
EPI_ISL_312392,too short
EPI_ISL_312391,too short
EPI_ISL_312389,too short
EPI_ISL_306738,too short
EPI_ISL_306734,too short
EPI_ISL_306731,too short
EPI_ISL_306728,too short
EPI_ISL_306727,too short
EPI_ISL_306722,too short
EPI_ISL_311842,too short
EPI_ISL_311841,too short
EPI_ISL_307988,too short
EPI_ISL_307987,too short
EPI_ISL_307985,too short
EPI_ISL_306386,too short
EPI_ISL_306385,too short
EPI_ISL_306384,too short
EPI_ISL_306383,too short
EPI_ISL_310876,too short
EPI_ISL_310858,too short
EPI_ISL_310864,too short
EPI_ISL_306492,too short
EPI_ISL_306491,too short
EPI_ISL_306490,too short
EPI_ISL_306489,too short
EPI_ISL_306488,too short
EPI_ISL_306487,too short
EPI_ISL_321105,too short
EPI_ISL_321104,too short
EPI_ISL_321362,too short
EPI_ISL_321361,too short
EPI_ISL_321359,too short
EPI_ISL_321358,too short
EPI_ISL_321355,too short
EPI_ISL_321354,too short
EPI_ISL_321352,too short
EPI_ISL_321350,too short
EPI_ISL_321349,too short
EPI_ISL_321347,too short
EPI_ISL_321345,too short
EPI_ISL_321341,too short
EPI_ISL_321334,too short
EPI_ISL_321331,too short
EPI_ISL_321326,too short
EPI_ISL_321324,too short
EPI_ISL_330092,too short
EPI_ISL_322212,too short
EPI_ISL_322306,too short
EPI_ISL_322203,too short
EPI_ISL_322198,too short
EPI_ISL_328539,too short
EPI_ISL_322980,too short
EPI_ISL_322979,too short
EPI_ISL_322978,too short
EPI_ISL_322977,too short
EPI_ISL_322976,too short
EPI_ISL_322279,too short
EPI_ISL_326797,too short
EPI_ISL_326796,too short
EPI_ISL_326795,too short
EPI_ISL_326794,too short
EPI_ISL_326793,too short
EPI_ISL_322253,too short
EPI_ISL_322252,too short
EPI_ISL_330293,too short
EPI_ISL_328762,too short
EPI_ISL_321761,too short
EPI_ISL_321770,too short
EPI_ISL_321758,too short
EPI_ISL_321762,too short
EPI_ISL_321760,too short
EPI_ISL_321757,too short
EPI_ISL_321766,too short
EPI_ISL_322288,too short
EPI_ISL_322285,too short
EPI_ISL_326788,too short
EPI_ISL_326790,too short
EPI_ISL_322226,too short
EPI_ISL_322225,too short
EPI_ISL_332518,too short
EPI_ISL_332514,too short
EPI_ISL_331633,too short
EPI_ISL_333365,too short
EPI_ISL_332137,too short
EPI_ISL_332137,too short
EPI_ISL_332135,too short
EPI_ISL_332135,too short
EPI_ISL_332134,too short
EPI_ISL_331390,too short
EPI_ISL_332485,too short
EPI_ISL_332484,too short
EPI_ISL_332937,too short
EPI_ISL_332513,too short
EPI_ISL_332521,too short
EPI_ISL_332516,too short
EPI_ISL_332936,too short
EPI_ISL_332935,too short
EPI_ISL_332933,too short
EPI_ISL_332930,too short
EPI_ISL_332928,too short
EPI_ISL_332927,too short
EPI_ISL_332926,too short
EPI_ISL_332925,too short
EPI_ISL_332924,too short
EPI_ISL_332923,too short
EPI_ISL_331591,too short
EPI_ISL_332489,too short
EPI_ISL_332152,too short
EPI_ISL_332515,too short
EPI_ISL_332524,too short
EPI_ISL_331834,too many ambiguous nucleotides
EPI_ISL_331833,too many ambiguous nucleotides
EPI_ISL_335350,too short
EPI_ISL_335349,too short
EPI_ISL_335347,too short
EPI_ISL_335346,too short
EPI_ISL_335345,too short
EPI_ISL_335344,too short
EPI_ISL_335343,too short
EPI_ISL_336125,too short
EPI_ISL_336124,too short
EPI_ISL_336123,too short
EPI_ISL_336122,too short
EPI_ISL_336121,too short
EPI_ISL_336119,too short
EPI_ISL_336118,too short
EPI_ISL_336117,too short
EPI_ISL_336116,too short
EPI_ISL_334406,too short
EPI_ISL_334405,too short
EPI_ISL_334404,too short
EPI_ISL_334401,too short
EPI_ISL_334400,too short
EPI_ISL_334399,too short
EPI_ISL_334398,too short
EPI_ISL_334397,too short
EPI_ISL_334396,too short
EPI_ISL_334395,too short
EPI_ISL_334393,too short
EPI_ISL_334392,too short
EPI_ISL_334391,too short
EPI_ISL_334390,too short
EPI_ISL_334389,too short
EPI_ISL_334388,too short
EPI_ISL_334387,too short
EPI_ISL_334386,too short
EPI_ISL_334385,too short
EPI_ISL_334384,too short
EPI_ISL_334383,too short
EPI_ISL_334382,too short
EPI_ISL_334381,too short
EPI_ISL_334380,too short
EPI_ISL_334379,too short
EPI_ISL_334378,too short
EPI_ISL_334377,too short
EPI_ISL_334376,too short
EPI_ISL_334375,too short
EPI_ISL_334374,too short
EPI_ISL_335991,too short
EPI_ISL_335990,too short
EPI_ISL_335989,too short
EPI_ISL_335988,too short
EPI_ISL_335217,too short
EPI_ISL_335216,too short
EPI_ISL_335383,too short
EPI_ISL_335379,too short
EPI_ISL_335378,too short
EPI_ISL_335374,too short
EPI_ISL_335369,too short
EPI_ISL_335368,too short
EPI_ISL_335367,too short
EPI_ISL_335365,too short
EPI_ISL_335364,too short
EPI_ISL_335363,too short
EPI_ISL_335359,too short
EPI_ISL_335358,too short
EPI_ISL_335357,too short
EPI_ISL_335340,too short
EPI_ISL_335388,too short
EPI_ISL_335352,too short
EPI_ISL_335351,too short
EPI_ISL_334177,too many ambiguous nucleotides
EPI_ISL_334176,too many ambiguous nucleotides
EPI_ISL_334173,too many ambiguous nucleotides
EPI_ISL_334172,too many ambiguous nucleotides
EPI_ISL_334171,too many ambiguous nucleotides
EPI_ISL_334170,too many ambiguous nucleotides
EPI_ISL_334169,too many ambiguous nucleotides
EPI_ISL_334168,too many ambiguous nucleotides
EPI_ISL_334167,too many ambiguous nucleotides
EPI_ISL_334165,too many ambiguous nucleotides
EPI_ISL_334162,too many ambiguous nucleotides
EPI_ISL_334360,too short
EPI_ISL_340782,too short
EPI_ISL_340449,too short
EPI_ISL_340427,too short
EPI_ISL_340426,too short
EPI_ISL_338356,too short
EPI_ISL_338355,too short
EPI_ISL_338344,too short
EPI_ISL_338343,too short
EPI_ISL_338342,too short
EPI_ISL_338341,too short
EPI_ISL_338340,too short
EPI_ISL_338339,too short
EPI_ISL_338338,too short
EPI_ISL_338337,too short
EPI_ISL_338336,too short
EPI_ISL_338335,too short
EPI_ISL_337032,too short
EPI_ISL_337253,too short
EPI_ISL_337564,too short
EPI_ISL_337563,too short
EPI_ISL_337562,too short
EPI_ISL_337561,too short
EPI_ISL_337560,too short
EPI_ISL_337559,too short
EPI_ISL_337558,too short
EPI_ISL_337557,too short
EPI_ISL_337556,too short
EPI_ISL_337555,too short
EPI_ISL_337554,too short
EPI_ISL_337553,too short
EPI_ISL_337552,too short
EPI_ISL_337551,too short
EPI_ISL_337543,too short
EPI_ISL_337542,too short
EPI_ISL_337541,too short
EPI_ISL_337540,too short
EPI_ISL_337532,too short
EPI_ISL_337531,too short
EPI_ISL_337530,too short
EPI_ISL_340153,too short
EPI_ISL_340150,too short
EPI_ISL_336941,too short
EPI_ISL_336934,too short
EPI_ISL_337254,too short
EPI_ISL_339541,too many ambiguous nucleotides
EPI_ISL_337213,too many ambiguous nucleotides
EPI_ISL_337212,too many ambiguous nucleotides
EPI_ISL_337210,too many ambiguous nucleotides
EPI_ISL_341199,too short
EPI_ISL_340785,too short
EPI_ISL_340784,too short
EPI_ISL_340783,too short
EPI_ISL_340683,too short
EPI_ISL_340132,too short
EPI_ISL_340131,too short
EPI_ISL_340127,too short
EPI_ISL_340126,too short
EPI_ISL_340125,too short
EPI_ISL_340124,too short
EPI_ISL_340123,too short
EPI_ISL_340116,too short
EPI_ISL_340115,too short
EPI_ISL_340110,too short
EPI_ISL_340106,too short
EPI_ISL_340105,too short
EPI_ISL_340078,too short
EPI_ISL_340077,too short
EPI_ISL_340076,too short
EPI_ISL_340450,too short
EPI_ISL_345576,too short
EPI_ISL_345575,too short
EPI_ISL_345583,too short
EPI_ISL_345571,too short
EPI_ISL_356163,too short
EPI_ISL_356162,too short
EPI_ISL_356161,too short
EPI_ISL_356160,too short
EPI_ISL_345914,too short
EPI_ISL_351706,too short
EPI_ISL_345585,too short
EPI_ISL_345582,too short
EPI_ISL_345580,too short
EPI_ISL_345579,too short
EPI_ISL_345577,too short
EPI_ISL_345572,too short
EPI_ISL_345586,too short
EPI_ISL_345574,too short
EPI_ISL_345573,too short
EPI_ISL_391765,too short
EPI_ISL_391764,too short
EPI_ISL_365625,too short
EPI_ISL_365624,too short
EPI_ISL_16585489,too short
EPI_ISL_16585484,too short
EPI_ISL_332527,too short
EPI_ISL_405573,too short
EPI_ISL_405572,too short
EPI_ISL_403567,too short
EPI_ISL_403563,too short
EPI_ISL_403527,too short
EPI_ISL_17636528,too short
EPI_ISL_339089,too short
EPI_ISL_337269,too short
EPI_ISL_337262,too short
EPI_ISL_339329,too short
EPI_ISL_335702,too short
EPI_ISL_338354,too short
EPI_ISL_338353,too short
EPI_ISL_338352,too short
EPI_ISL_338351,too short
EPI_ISL_338350,too short
EPI_ISL_338349,too short
EPI_ISL_338348,too short
EPI_ISL_338347,too short
EPI_ISL_338346,too short
EPI_ISL_338345,too short
EPI_ISL_337033,too short
EPI_ISL_337265,too short
EPI_ISL_341226,too short
EPI_ISL_341225,too short
EPI_ISL_341224,too short
EPI_ISL_341223,too short
EPI_ISL_341222,too short
EPI_ISL_341221,too short
EPI_ISL_341220,too short
EPI_ISL_341219,too short
EPI_ISL_341217,too short
EPI_ISL_341216,too short
EPI_ISL_341215,too short
EPI_ISL_341214,too short
EPI_ISL_341213,too short
EPI_ISL_341212,too short
EPI_ISL_341211,too short
EPI_ISL_341210,too short
EPI_ISL_341209,too short
EPI_ISL_341208,too short
EPI_ISL_341207,too short
EPI_ISL_341206,too short
EPI_ISL_340084,too short
EPI_ISL_340083,too short
EPI_ISL_339974,too short
EPI_ISL_339973,too short
EPI_ISL_339972,too short
EPI_ISL_339971,too short
EPI_ISL_339970,too short
EPI_ISL_339969,too short
EPI_ISL_339968,too short
EPI_ISL_339967,too short
EPI_ISL_339965,too short
EPI_ISL_339964,too short
EPI_ISL_339963,too short
EPI_ISL_339962,too short
EPI_ISL_339961,too short
EPI_ISL_339960,too short
EPI_ISL_339959,too short
EPI_ISL_339958,too short
EPI_ISL_339369,too short
EPI_ISL_339367,too short
EPI_ISL_339366,too short
EPI_ISL_338875,too short
EPI_ISL_338872,too short
EPI_ISL_338871,too short
EPI_ISL_338870,too short
EPI_ISL_338869,too short
EPI_ISL_338868,too short
EPI_ISL_338866,too short
EPI_ISL_338865,too short
EPI_ISL_338864,too short
EPI_ISL_338863,too short
EPI_ISL_338862,too short
EPI_ISL_338861,too short
EPI_ISL_338859,too short
EPI_ISL_338858,too short
EPI_ISL_338857,too short
EPI_ISL_338856,too short
EPI_ISL_338855,too short
EPI_ISL_338854,too short
EPI_ISL_338853,too short
EPI_ISL_338852,too short
EPI_ISL_338851,too short
EPI_ISL_338850,too short
EPI_ISL_338848,too short
EPI_ISL_338847,too short
EPI_ISL_338846,too short
EPI_ISL_338844,too short
EPI_ISL_338843,too short
EPI_ISL_338839,too short
EPI_ISL_338838,too short
EPI_ISL_338837,too short
EPI_ISL_338836,too short
EPI_ISL_338835,too short
EPI_ISL_338834,too short
EPI_ISL_338833,too short
EPI_ISL_338832,too short
EPI_ISL_338831,too short
EPI_ISL_338830,too short
EPI_ISL_338828,too short
EPI_ISL_338826,too short
EPI_ISL_338825,too short
EPI_ISL_338824,too short
EPI_ISL_338823,too short
EPI_ISL_338822,too short
EPI_ISL_337177,too short
EPI_ISL_336214,too short
EPI_ISL_336213,too short
EPI_ISL_336212,too short
EPI_ISL_336211,too short
EPI_ISL_336210,too short
EPI_ISL_336209,too short
EPI_ISL_336208,too short
EPI_ISL_336207,too short
EPI_ISL_336206,too short
EPI_ISL_336205,too short
EPI_ISL_336140,too short
EPI_ISL_336139,too short
EPI_ISL_336138,too short
EPI_ISL_336137,too short
EPI_ISL_336135,too short
EPI_ISL_336133,too short
EPI_ISL_336132,too short
EPI_ISL_336131,too short
EPI_ISL_336130,too short
EPI_ISL_336129,too short
EPI_ISL_336128,too short
EPI_ISL_336127,too short
EPI_ISL_338289,too short
EPI_ISL_338288,too short
EPI_ISL_337221,too short
EPI_ISL_335218,too short
EPI_ISL_337258,too short
EPI_ISL_337266,too short
EPI_ISL_337550,too short
EPI_ISL_337549,too short
EPI_ISL_337548,too short
EPI_ISL_337547,too short
EPI_ISL_337546,too short
EPI_ISL_337545,too short
EPI_ISL_337544,too short
EPI_ISL_337539,too short
EPI_ISL_337534,too short
EPI_ISL_337533,too short
EPI_ISL_337270,too short
EPI_ISL_340169,too short
EPI_ISL_340167,too short
EPI_ISL_340166,too short
EPI_ISL_340164,too short
EPI_ISL_340162,too short
EPI_ISL_340158,too short
EPI_ISL_340156,too short
EPI_ISL_340155,too short
EPI_ISL_340152,too short
EPI_ISL_336956,too short
EPI_ISL_336955,too short
EPI_ISL_336954,too short
EPI_ISL_336953,too short
EPI_ISL_336951,too short
EPI_ISL_336948,too short
EPI_ISL_336947,too short
EPI_ISL_336942,too short
EPI_ISL_336937,too short
EPI_ISL_339033,too short
EPI_ISL_337565,too short
EPI_ISL_337538,too short
EPI_ISL_337537,too short
EPI_ISL_337536,too short
EPI_ISL_337535,too short
EPI_ISL_337261,too short
EPI_ISL_337260,too short
EPI_ISL_337259,too short
EPI_ISL_342167,too many ambiguous nucleotides
EPI_ISL_342163,too many ambiguous nucleotides
EPI_ISL_342151,too many ambiguous nucleotides
EPI_ISL_342149,too many ambiguous nucleotides
EPI_ISL_342147,too many ambiguous nucleotides
EPI_ISL_342146,too many ambiguous nucleotides
EPI_ISL_342145,too many ambiguous nucleotides
EPI_ISL_342144,too many ambiguous nucleotides
EPI_ISL_342142,too many ambiguous nucleotides
EPI_ISL_342136,too many ambiguous nucleotides
EPI_ISL_342134,too many ambiguous nucleotides
EPI_ISL_340907,too short
EPI_ISL_339549,too many ambiguous nucleotides
EPI_ISL_339548,too many ambiguous nucleotides
EPI_ISL_339547,too many ambiguous nucleotides
EPI_ISL_339546,too many ambiguous nucleotides
EPI_ISL_339544,too many ambiguous nucleotides
EPI_ISL_339543,too many ambiguous nucleotides
EPI_ISL_339535,too many ambiguous nucleotides
EPI_ISL_339534,too many ambiguous nucleotides
EPI_ISL_339533,too many ambiguous nucleotides
EPI_ISL_339532,too many ambiguous nucleotides
EPI_ISL_339531,too many ambiguous nucleotides
EPI_ISL_339530,too many ambiguous nucleotides
EPI_ISL_339529,too many ambiguous nucleotides
EPI_ISL_339528,too many ambiguous nucleotides
EPI_ISL_339526,too many ambiguous nucleotides
EPI_ISL_339525,too many ambiguous nucleotides
EPI_ISL_339524,too many ambiguous nucleotides
EPI_ISL_337206,too many ambiguous nucleotides
EPI_ISL_337204,too many ambiguous nucleotides
EPI_ISL_337202,too many ambiguous nucleotides
EPI_ISL_337201,too many ambiguous nucleotides
EPI_ISL_337197,too many ambiguous nucleotides
EPI_ISL_337196,too many ambiguous nucleotides
EPI_ISL_337194,too many ambiguous nucleotides
EPI_ISL_337192,too many ambiguous nucleotides
EPI_ISL_337191,too many ambiguous nucleotides
EPI_ISL_337189,too many ambiguous nucleotides
EPI_ISL_337188,too many ambiguous nucleotides
EPI_ISL_337187,too many ambiguous nucleotides
EPI_ISL_337185,too many ambiguous nucleotides
EPI_ISL_337183,too many ambiguous nucleotides
EPI_ISL_337179,too many ambiguous nucleotides
EPI_ISL_337178,too many ambiguous nucleotides
EPI_ISL_338243,too short
EPI_ISL_334359,too short
EPI_ISL_344148,too short
EPI_ISL_344145,too short
EPI_ISL_344140,too short
EPI_ISL_344139,too short
EPI_ISL_344116,too short
EPI_ISL_344109,too short
EPI_ISL_344108,too short
EPI_ISL_344107,too short
EPI_ISL_345533,too short
EPI_ISL_345532,too short
EPI_ISL_345531,too short
EPI_ISL_345530,too short
EPI_ISL_345529,too short
EPI_ISL_345941,too short
EPI_ISL_345970,too short
EPI_ISL_345969,too short
EPI_ISL_345968,too short
EPI_ISL_345967,too short
EPI_ISL_345966,too short
EPI_ISL_345965,too short
EPI_ISL_345964,too short
EPI_ISL_345963,too short
EPI_ISL_345962,too short
EPI_ISL_345961,too short
EPI_ISL_345960,too short
EPI_ISL_345959,too short
EPI_ISL_345958,too short
EPI_ISL_345957,too short
EPI_ISL_345956,too short
EPI_ISL_345955,too short
EPI_ISL_345954,too short
EPI_ISL_345953,too short
EPI_ISL_348466,too short
EPI_ISL_348462,too short
EPI_ISL_348453,too short
EPI_ISL_348452,too short
EPI_ISL_348451,too short
EPI_ISL_348450,too short
EPI_ISL_348449,too short
EPI_ISL_348448,too short
EPI_ISL_348447,too short
EPI_ISL_348445,too short
EPI_ISL_348444,too short
EPI_ISL_348443,too short
EPI_ISL_348442,too short
EPI_ISL_348441,too short
EPI_ISL_348440,too short
EPI_ISL_348438,too short
EPI_ISL_348436,too short
EPI_ISL_348435,too short
EPI_ISL_348434,too short
EPI_ISL_348433,too short
EPI_ISL_348432,too short
EPI_ISL_348431,too short
EPI_ISL_348429,too short
EPI_ISL_348428,too short
EPI_ISL_348427,too short
EPI_ISL_348426,too short
EPI_ISL_345913,too short
EPI_ISL_345912,too short
EPI_ISL_345911,too short
EPI_ISL_345910,too short
EPI_ISL_345909,too short
EPI_ISL_345908,too short
EPI_ISL_345894,too short
EPI_ISL_345892,too short
EPI_ISL_345891,too short
EPI_ISL_345889,too short
EPI_ISL_344122,too short
EPI_ISL_344126,too short
EPI_ISL_344129,too short
EPI_ISL_344127,too short
EPI_ISL_344150,too short
EPI_ISL_344149,too short
EPI_ISL_344105,too short
EPI_ISL_344125,too short
EPI_ISL_344115,too short
EPI_ISL_348363,too short
EPI_ISL_348362,too short
EPI_ISL_348361,too short
EPI_ISL_348359,too short
EPI_ISL_348357,too short
EPI_ISL_348356,too short
EPI_ISL_348355,too short
EPI_ISL_348354,too short
EPI_ISL_348352,too short
EPI_ISL_348351,too short
EPI_ISL_348350,too short
EPI_ISL_348349,too short
EPI_ISL_348348,too short
EPI_ISL_348347,too short
EPI_ISL_348345,too short
EPI_ISL_348344,too short
EPI_ISL_348343,too short
EPI_ISL_348342,too short
EPI_ISL_348341,too short
EPI_ISL_348340,too short
EPI_ISL_348339,too short
EPI_ISL_348338,too short
EPI_ISL_348337,too short
EPI_ISL_348336,too short
EPI_ISL_348334,too short
EPI_ISL_348333,too short
EPI_ISL_348331,too short
EPI_ISL_348330,too short
EPI_ISL_344619,too short
EPI_ISL_344618,too short
EPI_ISL_344617,too short
EPI_ISL_344614,too short
EPI_ISL_344613,too short
EPI_ISL_344612,too short
EPI_ISL_344611,too short
EPI_ISL_344610,too short
EPI_ISL_344607,too short
EPI_ISL_344604,too short
EPI_ISL_344603,too short
EPI_ISL_344602,too short
EPI_ISL_344601,too short
EPI_ISL_344600,too short
EPI_ISL_344597,too short
EPI_ISL_344596,too short
EPI_ISL_344595,too short
EPI_ISL_344594,too short
EPI_ISL_344593,too short
EPI_ISL_344592,too short
EPI_ISL_344588,too short
EPI_ISL_344586,too short
EPI_ISL_344584,too short
EPI_ISL_344583,too short
EPI_ISL_344582,too short
EPI_ISL_344581,too short
EPI_ISL_344580,too short
EPI_ISL_344579,too short
EPI_ISL_344578,too short
EPI_ISL_344577,too short
EPI_ISL_344576,too short
EPI_ISL_344575,too short
EPI_ISL_344574,too short
EPI_ISL_344133,too short
EPI_ISL_344132,too short
EPI_ISL_344121,too short
EPI_ISL_344136,too short
EPI_ISL_344111,too short
EPI_ISL_344144,too short
EPI_ISL_344124,too short
EPI_ISL_344143,too short
EPI_ISL_344114,too short
EPI_ISL_343419,too many ambiguous nucleotides
EPI_ISL_343346,too many ambiguous nucleotides
EPI_ISL_343345,too many ambiguous nucleotides
EPI_ISL_343344,too many ambiguous nucleotides
EPI_ISL_343343,too many ambiguous nucleotides
EPI_ISL_343342,too many ambiguous nucleotides
EPI_ISL_343341,too many ambiguous nucleotides
EPI_ISL_343340,too many ambiguous nucleotides
EPI_ISL_343339,too many ambiguous nucleotides
EPI_ISL_343338,too many ambiguous nucleotides
EPI_ISL_343337,too many ambiguous nucleotides
EPI_ISL_343336,too many ambiguous nucleotides
EPI_ISL_350650,too short
EPI_ISL_351719,too short
EPI_ISL_351717,too short
EPI_ISL_351716,too short
EPI_ISL_351715,too short
EPI_ISL_351739,too short
EPI_ISL_351718,too short
EPI_ISL_351711,too short
EPI_ISL_351710,too short
EPI_ISL_356166,too short
EPI_ISL_356165,too short
EPI_ISL_356164,too short
EPI_ISL_354110,too short
EPI_ISL_354106,too short
EPI_ISL_353275,too short
EPI_ISL_353262,too short
EPI_ISL_353261,too short
EPI_ISL_353260,too short
EPI_ISL_353259,too short
EPI_ISL_353257,too short
EPI_ISL_351196,too short
EPI_ISL_351195,too short
EPI_ISL_351785,too short
EPI_ISL_355918,too short
EPI_ISL_355915,too short
EPI_ISL_355914,too short
EPI_ISL_355909,too short
EPI_ISL_355908,too short
EPI_ISL_355900,too short
EPI_ISL_355897,too short
EPI_ISL_351820,too short
EPI_ISL_351819,too short
EPI_ISL_351815,too short
EPI_ISL_351812,too short
EPI_ISL_351808,too short
EPI_ISL_351804,too short
EPI_ISL_351801,too short
EPI_ISL_351800,too short
EPI_ISL_351799,too short
EPI_ISL_351798,too short
EPI_ISL_351796,too short
EPI_ISL_351795,too short
EPI_ISL_351794,too short
EPI_ISL_351793,too short
EPI_ISL_351346,too many ambiguous nucleotides
EPI_ISL_352191,too short
EPI_ISL_352190,too short
EPI_ISL_352189,too short
EPI_ISL_352188,too short
EPI_ISL_352187,too short
EPI_ISL_352186,too short
EPI_ISL_352183,too short
EPI_ISL_352182,too short
EPI_ISL_352181,too short
EPI_ISL_352180,too short
EPI_ISL_352129,too short
EPI_ISL_352128,too short
EPI_ISL_351714,too short
EPI_ISL_351713,too short
EPI_ISL_351712,too short
EPI_ISL_351708,too short
EPI_ISL_351707,too short
EPI_ISL_357486,too short
EPI_ISL_357484,too short
EPI_ISL_357483,too short
EPI_ISL_357463,too short
EPI_ISL_357485,too short
EPI_ISL_357482,too short
EPI_ISL_357481,too short
EPI_ISL_357479,too short
EPI_ISL_357466,too short
EPI_ISL_357465,too short
EPI_ISL_357464,too short
EPI_ISL_357424,too short
EPI_ISL_356704,too short
EPI_ISL_356703,too short
EPI_ISL_357459,too short
EPI_ISL_357455,too short
EPI_ISL_357438,too short
EPI_ISL_357387,too short
EPI_ISL_357415,too short
EPI_ISL_357417,too short
EPI_ISL_357416,too short
EPI_ISL_357389,too short
EPI_ISL_357432,too short
