Isolate_Id,reason
EPI_ISL_177078,molecular clock outlier
EPI_ISL_268306,molecular clock outlier
EPI_ISL_171545,molecular clock outlier
EPI_ISL_5632532,molecular clock outlier
EPI_ISL_20810,molecular clock outlier
EPI_ISL_151118,molecular clock outlier
EPI_ISL_302514,molecular clock outlier
EPI_ISL_200678,molecular clock outlier
EPI_ISL_167918,molecular clock outlier
EPI_ISL_393708,molecular clock outlier
EPI_ISL_288188,molecular clock outlier
EPI_ISL_172778,molecular clock outlier
EPI_ISL_151106,molecular clock outlier
EPI_ISL_393751,molecular clock outlier
EPI_ISL_179011,molecular clock outlier
EPI_ISL_175195,molecular clock outlier
EPI_ISL_202109,molecular clock outlier
EPI_ISL_177077,molecular clock outlier
EPI_ISL_288167,molecular clock outlier
EPI_ISL_288168,molecular clock outlier
EPI_ISL_288170,molecular clock outlier
EPI_ISL_186585,molecular clock outlier
EPI_ISL_288199,molecular clock outlier
EPI_ISL_188758,molecular clock outlier
EPI_ISL_168782,molecular clock outlier
EPI_ISL_167914,molecular clock outlier
EPI_ISL_288187,molecular clock outlier
EPI_ISL_167947,molecular clock outlier
EPI_ISL_200698,molecular clock outlier
EPI_ISL_175194,molecular clock outlier
EPI_ISL_151115,molecular clock outlier
EPI_ISL_5054206,molecular clock outlier
EPI_ISL_288194,molecular clock outlier
EPI_ISL_5635,molecular clock outlier
EPI_ISL_288181,molecular clock outlier
EPI_ISL_177688,molecular clock outlier
EPI_ISL_13017105,molecular clock outlier
EPI_ISL_167930,molecular clock outlier
EPI_ISL_288177,molecular clock outlier
EPI_ISL_394112,molecular clock outlier
EPI_ISL_28852,molecular clock outlier
EPI_ISL_194143,molecular clock outlier
EPI_ISL_13017098,molecular clock outlier
EPI_ISL_288814,molecular clock outlier
EPI_ISL_200676,molecular clock outlier
EPI_ISL_110690,molecular clock outlier
EPI_ISL_14284807,molecular clock outlier
EPI_ISL_174023,molecular clock outlier
EPI_ISL_6173,molecular clock outlier
EPI_ISL_302518,molecular clock outlier
EPI_ISL_171388,molecular clock outlier
EPI_ISL_168907,molecular clock outlier
EPI_ISL_170085,molecular clock outlier
EPI_ISL_192172,molecular clock outlier
EPI_ISL_288226,molecular clock outlier
EPI_ISL_168107,molecular clock outlier
EPI_ISL_186583,molecular clock outlier
EPI_ISL_191965,molecular clock outlier
EPI_ISL_288163,molecular clock outlier
EPI_ISL_168726,molecular clock outlier
EPI_ISL_151103,molecular clock outlier
EPI_ISL_167935,molecular clock outlier
EPI_ISL_169097,molecular clock outlier
EPI_ISL_169259,molecular clock outlier
EPI_ISL_166888,molecular clock outlier
EPI_ISL_393700,molecular clock outlier
EPI_ISL_288180,molecular clock outlier
EPI_ISL_16749358,molecular clock outlier
EPI_ISL_288174,molecular clock outlier
EPI_ISL_6183,molecular clock outlier
EPI_ISL_288200,molecular clock outlier
EPI_ISL_394111,molecular clock outlier
EPI_ISL_170839,molecular clock outlier
EPI_ISL_377464,visual outlier
EPI_ISL_377465,visual outlier
EPI_ISL_165317,swine isolate
EPI_ISL_166393,swine isolate
EPI_ISL_144893,swine isolate
EPI_ISL_149440,swine isolate
EPI_ISL_145068,swine isolate
EPI_ISL_145632,swine isolate
EPI_ISL_145067,swine isolate
EPI_ISL_143655,swine isolate
EPI_ISL_144698,swine isolate
EPI_ISL_143975,swine isolate
EPI_ISL_123207,swine isolate
EPI_ISL_122344,swine isolate
EPI_ISL_128156,swine isolate
EPI_ISL_126245,swine isolate
EPI_ISL_128155,swine isolate
EPI_ISL_128757,swine isolate
EPI_ISL_128228,swine isolate
EPI_ISL_126244,swine isolate
EPI_ISL_123211,swine isolate
EPI_ISL_128159,swine isolate
EPI_ISL_128229,swine isolate
EPI_ISL_128157,swine isolate
EPI_ISL_128405,swine isolate
EPI_ISL_129759,swine isolate
EPI_ISL_97361,swine isolate
EPI_ISL_99809,swine isolate
EPI_ISL_114711,swine isolate
EPI_ISL_96012,swine isolate
EPI_ISL_96015,swine isolate
EPI_ISL_99213,swine isolate
EPI_ISL_99214,swine isolate
EPI_ISL_99215,swine isolate
EPI_ISL_83273,swine isolate
EPI_ISL_83276,swine isolate
EPI_ISL_83701,swine isolate
EPI_ISL_88934,swine isolate
EPI_ISL_394051,visual outlier
EPI_ISL_70476,visual outlier
EPI_ISL_83270,visual outlier
EPI_ISL_393707,visual outlier
EPI_ISL_120038,visual outlier
EPI_ISL_105790,visual outlier
EPI_ISL_166542,visual outlier
EPI_ISL_83281,swine isolate
EPI_ISL_130416,visual outlier
EPI_ISL_95264,swine isolate
EPI_ISL_99419,swine isolate
EPI_ISL_99418,swine isolate
EPI_ISL_98659,swine isolate
EPI_ISL_99417,swine isolate
EPI_ISL_2193987,visual outlier
EPI_ISL_263156,visual outlier
EPI_ISL_163603,visual outlier
EPI_ISL_394108,visual outlier
EPI_ISL_129651,swine isolate
EPI_ISL_129758,visual outlier
EPI_ISL_129757,swine isolate
EPI_ISL_126243,swine isolate
EPI_ISL_123206,swine isolate
EPI_ISL_129756,swine isolate
EPI_ISL_129759,swine isolate
EPI_ISL_176912,visual outlier
EPI_ISL_159598,swine isolate
EPI_ISL_144893,swine isolate
EPI_ISL_129408,swine isolate
EPI_ISL_126250,swine isolate
EPI_ISL_129622,swine isolate
EPI_ISL_129020,swine isolate
EPI_ISL_129620,swine isolate
EPI_ISL_129415,swine isolate
EPI_ISL_126254,swine isolate
EPI_ISL_122345,swine isolate
EPI_ISL_122346,swine isolate
EPI_ISL_129754,swine isolate
EPI_ISL_128142,swine isolate
EPI_ISL_126246,swine isolate
EPI_ISL_129755,swine isolate
EPI_ISL_129412,swine isolate
EPI_ISL_129171,swine isolate
EPI_ISL_129410,swine isolate
EPI_ISL_129423,swine isolate
EPI_ISL_126256,swine isolate
EPI_ISL_129647,swine isolate
EPI_ISL_99793,swine isolate
EPI_ISL_99794,swine isolate
EPI_ISL_99795,swine isolate
EPI_ISL_14218862,molecular clock outlier
EPI_ISL_93661,molecular clock outlier
EPI_ISL_93660,molecular clock outlier
EPI_ISL_5421,molecular clock outlier
EPI_ISL_151121,molecular clock outlier
EPI_ISL_393723,molecular clock outlier
EPI_ISL_108212,molecular clock outlier
EPI_ISL_5457,molecular clock outlier
EPI_ISL_110654,molecular clock outlier
EPI_ISL_151109,molecular clock outlier
EPI_ISL_151127,molecular clock outlier
EPI_ISL_5466,molecular clock outlier
EPI_ISL_7285,molecular clock outlier
EPI_ISL_6520,molecular clock outlier
EPI_ISL_263254,molecular clock outlier
EPI_ISL_225065,visual outlier
EPI_ISL_263262,visual outlier
EPI_ISL_151121,visual outlier
EPI_ISL_129409,swine isolate
EPI_ISL_129411,swine isolate
EPI_ISL_129189,swine isolate
EPI_ISL_129422,swine isolate
EPI_ISL_129623,swine isolate
EPI_ISL_122345,swine isolate
EPI_ISL_122346,swine isolate
EPI_ISL_129170,swine isolate
EPI_ISL_129619,swine isolate
EPI_ISL_126256,swine isolate
EPI_ISL_129414,swine isolate
EPI_ISL_128142,swine isolate
EPI_ISL_129755,swine isolate
EPI_ISL_126246,swine isolate
EPI_ISL_129754,swine isolate
EPI_ISL_126250,swine isolate
EPI_ISL_129019,swine isolate
EPI_ISL_126254,swine isolate
EPI_ISL_129646,swine isolate
EPI_ISL_129181,swine isolate
EPI_ISL_99794,swine isolate
EPI_ISL_99793,swine isolate
EPI_ISL_99795,swine isolate
EPI_ISL_104979,visual outlier
EPI_ISL_2193286,visual outlier
EPI_ISL_129178,swine isolate
EPI_ISL_129625,swine isolate
EPI_ISL_129654,swine isolate
EPI_ISL_128391,swine isolate
EPI_ISL_129609,swine isolate
EPI_ISL_129419,swine isolate
EPI_ISL_128309,swine isolate
EPI_ISL_129171,swine isolate
EPI_ISL_126257,swine isolate
EPI_ISL_128352,swine isolate
EPI_ISL_128388,swine isolate
EPI_ISL_126255,swine isolate
EPI_ISL_129615,swine isolate
EPI_ISL_128392,swine isolate
EPI_ISL_126247,swine isolate
EPI_ISL_126253,swine isolate
EPI_ISL_235310,visual outlier
EPI_ISL_129424,swine isolate
EPI_ISL_129618,swine isolate
EPI_ISL_128310,swine isolate
EPI_ISL_128390,swine isolate
EPI_ISL_129410,swine isolate
EPI_ISL_129616,swine isolate
EPI_ISL_128393,swine isolate
EPI_ISL_129649,swine isolate
EPI_ISL_126248,swine isolate
EPI_ISL_129427,swine isolate
EPI_ISL_129188,swine isolate
EPI_ISL_129417,swine isolate
EPI_ISL_129624,swine isolate
EPI_ISL_129413,swine isolate
EPI_ISL_131689,swine isolate
EPI_ISL_129426,swine isolate
EPI_ISL_129709,swine isolate
EPI_ISL_128351,swine isolate
EPI_ISL_128389,swine isolate
EPI_ISL_129708,siwne isolate
EPI_ISL_129408,swine isolate
EPI_ISL_129621,swine isolate
EPI_ISL_128152,swine isolate
EPI_ISL_128626,swine isolate
EPI_ISL_129650,swine isolate
EPI_ISL_128311,swine isolate
EPI_ISL_129172,swine isolate
EPI_ISL_129340,swine isolate
EPI_ISL_129429,swine isolate
EPI_ISL_129620,swine isolate
EPI_ISL_129420,swine isolate
EPI_ISL_129683,swine isolate
EPI_ISL_129176,swine isolate
EPI_ISL_129610,swine isolate
EPI_ISL_129418,swine isolate
EPI_ISL_129425,swine isolate
EPI_ISL_129652,swine isolate
EPI_ISL_129428,swine isolate
EPI_ISL_129653,swine isolate
EPI_ISL_129412,swine isolate
EPI_ISL_129645,swine isolate
EPI_ISL_129430,swine isolate
EPI_ISL_129648,swine isolate
EPI_ISL_129021,swine isolate
EPI_ISL_129421,swine isolate
EPI_ISL_129022,swine isolate
EPI_ISL_129020,swine isolate
EPI_ISL_129023,swine isolate
EPI_ISL_129552,swine isolate
EPI_ISL_128394,swine isolate
EPI_ISL_129187,swine isolate
EPI_ISL_129415,swine isolate
EPI_ISL_129024,swine isolate
EPI_ISL_129416,swine isolate
EPI_ISL_129423,swine isolate
EPI_ISL_129647,swine isolate
EPI_ISL_2193966,visual outlier
EPI_ISL_94618,visual outlier
EPI_ISL_90446,visual outlier
EPI_ISL_151109,molecular clock outlier
