Isolate_Id,reason
EPI_ISL_16749358,molecular clock outlier
EPI_ISL_2193286,molecular clock outlier
EPI_ISL_70476,molecular clock outlier
EPI_ISL_10145,molecular clock outlier
EPI_ISL_14418,molecular clock outlier
EPI_ISL_110694,molecular clock outlier
EPI_ISL_302516,molecular clock outlier
EPI_ISL_83271,molecular clock outlier
EPI_ISL_130416,molecular clock outlier
EPI_ISL_122344,molecular clock outlier
EPI_ISL_122345,molecular clock outlier
EPI_ISL_122346,molecular clock outlier
EPI_ISL_123206,molecular clock outlier
EPI_ISL_123207,molecular clock outlier
EPI_ISL_123211,molecular clock outlier
EPI_ISL_126243,molecular clock outlier
EPI_ISL_126244,molecular clock outlier
EPI_ISL_126246,molecular clock outlier
EPI_ISL_126247,molecular clock outlier
EPI_ISL_126248,molecular clock outlier
EPI_ISL_126250,molecular clock outlier
EPI_ISL_126253,molecular clock outlier
EPI_ISL_126257,molecular clock outlier
EPI_ISL_128157,molecular clock outlier
EPI_ISL_128228,molecular clock outlier
EPI_ISL_128229,molecular clock outlier
EPI_ISL_126256,molecular clock outlier
EPI_ISL_128309,molecular clock outlier
EPI_ISL_128310,molecular clock outlier
EPI_ISL_128311,molecular clock outlier
EPI_ISL_128351,molecular clock outlier
EPI_ISL_128352,molecular clock outlier
EPI_ISL_128388,molecular clock outlier
EPI_ISL_128389,molecular clock outlier
EPI_ISL_128391,molecular clock outlier
EPI_ISL_128392,molecular clock outlier
EPI_ISL_128393,molecular clock outlier
EPI_ISL_129024,molecular clock outlier
EPI_ISL_129170,molecular clock outlier
EPI_ISL_129171,molecular clock outlier
EPI_ISL_129172,molecular clock outlier
EPI_ISL_128390,molecular clock outlier
EPI_ISL_129176,molecular clock outlier
EPI_ISL_129410,molecular clock outlier
EPI_ISL_129412,molecular clock outlier
EPI_ISL_129414,molecular clock outlier
EPI_ISL_129420,molecular clock outlier
EPI_ISL_129422,molecular clock outlier
EPI_ISL_129423,molecular clock outlier
EPI_ISL_129427,molecular clock outlier
EPI_ISL_129430,molecular clock outlier
EPI_ISL_129419,molecular clock outlier
EPI_ISL_129189,molecular clock outlier
EPI_ISL_129426,molecular clock outlier
EPI_ISL_129609,molecular clock outlier
EPI_ISL_129416,molecular clock outlier
EPI_ISL_129610,molecular clock outlier
EPI_ISL_129429,molecular clock outlier
EPI_ISL_129616,molecular clock outlier
EPI_ISL_129619,molecular clock outlier
EPI_ISL_129623,molecular clock outlier
EPI_ISL_129645,molecular clock outlier
EPI_ISL_129647,molecular clock outlier
EPI_ISL_129648,molecular clock outlier
EPI_ISL_129649,molecular clock outlier
EPI_ISL_129646,molecular clock outlier
EPI_ISL_129683,molecular clock outlier
EPI_ISL_129708,molecular clock outlier
EPI_ISL_129709,molecular clock outlier
EPI_ISL_128142,molecular clock outlier
EPI_ISL_129754,molecular clock outlier
EPI_ISL_129755,molecular clock outlier
EPI_ISL_129756,molecular clock outlier
EPI_ISL_149440,molecular clock outlier
EPI_ISL_159598,molecular clock outlier
EPI_ISL_151127,molecular clock outlier
EPI_ISL_151118,molecular clock outlier
EPI_ISL_129188,molecular clock outlier
EPI_ISL_129408,molecular clock outlier
EPI_ISL_131689,molecular clock outlier
EPI_ISL_131801,molecular clock outlier
EPI_ISL_288256,molecular clock outlier
EPI_ISL_176912,molecular clock outlier
EPI_ISL_393700,molecular clock outlier
EPI_ISL_83276,molecular clock outlier
EPI_ISL_83281,molecular clock outlier
EPI_ISL_88934,molecular clock outlier
EPI_ISL_83701,molecular clock outlier
EPI_ISL_128394,molecular clock outlier
EPI_ISL_128405,molecular clock outlier
EPI_ISL_129020,molecular clock outlier
EPI_ISL_129425,molecular clock outlier
EPI_ISL_129622,molecular clock outlier
EPI_ISL_129652,molecular clock outlier
EPI_ISL_132656,molecular clock outlier
EPI_ISL_132657,molecular clock outlier
EPI_ISL_143655,molecular clock outlier
EPI_ISL_143975,molecular clock outlier
EPI_ISL_144698,molecular clock outlier
EPI_ISL_145067,molecular clock outlier
EPI_ISL_145068,molecular clock outlier
EPI_ISL_145632,molecular clock outlier
EPI_ISL_394051,molecular clock outlier
EPI_ISL_165317,molecular clock outlier
EPI_ISL_166393,molecular clock outlier
EPI_ISL_114711,molecular clock outlier
EPI_ISL_128156,molecular clock outlier
EPI_ISL_129620,molecular clock outlier
EPI_ISL_151106,molecular clock outlier
EPI_ISL_144893,molecular clock outlier
EPI_ISL_94831,molecular clock outlier
EPI_ISL_99809,molecular clock outlier
EPI_ISL_129181,molecular clock outlier
EPI_ISL_83273,molecular clock outlier
EPI_ISL_128155,molecular clock outlier
EPI_ISL_128159,molecular clock outlier
EPI_ISL_128152,molecular clock outlier
EPI_ISL_128626,molecular clock outlier
EPI_ISL_129022,molecular clock outlier
EPI_ISL_129023,molecular clock outlier
EPI_ISL_129409,molecular clock outlier
EPI_ISL_129411,molecular clock outlier
EPI_ISL_129413,molecular clock outlier
EPI_ISL_129418,molecular clock outlier
EPI_ISL_129421,molecular clock outlier
EPI_ISL_129417,molecular clock outlier
EPI_ISL_129552,molecular clock outlier
EPI_ISL_129187,molecular clock outlier
EPI_ISL_129428,molecular clock outlier
EPI_ISL_129624,molecular clock outlier
EPI_ISL_129625,molecular clock outlier
EPI_ISL_129650,molecular clock outlier
EPI_ISL_129651,molecular clock outlier
EPI_ISL_129653,molecular clock outlier
EPI_ISL_129654,molecular clock outlier
EPI_ISL_129758,molecular clock outlier
EPI_ISL_129621,molecular clock outlier
EPI_ISL_87943,molecular clock outlier
EPI_ISL_90552,molecular clock outlier
EPI_ISL_108182,molecular clock outlier
EPI_ISL_108213,molecular clock outlier
EPI_ISL_108258,molecular clock outlier
EPI_ISL_108114,molecular clock outlier
EPI_ISL_108141,molecular clock outlier
EPI_ISL_119389,molecular clock outlier
EPI_ISL_369511,molecular clock outlier
EPI_ISL_369515,molecular clock outlier
EPI_ISL_369518,molecular clock outlier
EPI_ISL_369525,molecular clock outlier
EPI_ISL_369530,molecular clock outlier
EPI_ISL_170377,molecular clock outlier
EPI_ISL_97361,molecular clock outlier
EPI_ISL_95264,molecular clock outlier
EPI_ISL_96012,molecular clock outlier
EPI_ISL_96015,molecular clock outlier
EPI_ISL_98659,molecular clock outlier
EPI_ISL_99417,molecular clock outlier
EPI_ISL_99418,molecular clock outlier
EPI_ISL_99419,molecular clock outlier
EPI_ISL_129019,molecular clock outlier
EPI_ISL_129424,molecular clock outlier
EPI_ISL_126245,molecular clock outlier
EPI_ISL_126254,molecular clock outlier
EPI_ISL_126255,molecular clock outlier
EPI_ISL_129415,molecular clock outlier
EPI_ISL_129615,molecular clock outlier
EPI_ISL_129618,molecular clock outlier
EPI_ISL_151115,molecular clock outlier
EPI_ISL_151100,molecular clock outlier
EPI_ISL_151103,molecular clock outlier
EPI_ISL_166542,molecular clock outlier
EPI_ISL_129021,molecular clock outlier
EPI_ISL_394112,molecular clock outlier
EPI_ISL_394106,molecular clock outlier
EPI_ISL_99213,molecular clock outlier
EPI_ISL_99214,molecular clock outlier
EPI_ISL_99215,molecular clock outlier
EPI_ISL_99793,molecular clock outlier
EPI_ISL_99794,molecular clock outlier
EPI_ISL_99795,molecular clock outlier
EPI_ISL_151109,molecular clock outlier
EPI_ISL_151121,molecular clock outlier
EPI_ISL_368896,molecular clock outlier
EPI_ISL_394052,molecular clock outlier
EPI_ISL_232044,molecular clock outlier
EPI_ISL_232045,molecular clock outlier
EPI_ISL_232046,molecular clock outlier
EPI_ISL_232048,molecular clock outlier
EPI_ISL_234473,molecular clock outlier
EPI_ISL_234476,molecular clock outlier
EPI_ISL_234471,molecular clock outlier
EPI_ISL_234474,molecular clock outlier
EPI_ISL_234479,molecular clock outlier
EPI_ISL_234480,molecular clock outlier
EPI_ISL_234481,molecular clock outlier
EPI_ISL_241846,molecular clock outlier
EPI_ISL_234469,molecular clock outlier
EPI_ISL_368880,molecular clock outlier
EPI_ISL_267075,molecular clock outlier
EPI_ISL_348386,molecular clock outlier
EPI_ISL_329971,molecular clock outlier
EPI_ISL_232047,molecular clock outlier
EPI_ISL_234477,molecular clock outlier
EPI_ISL_410290,molecular clock outlier
EPI_ISL_372064,molecular clock outlier
EPI_ISL_372068,molecular clock outlier
EPI_ISL_372037,molecular clock outlier
EPI_ISL_372039,molecular clock outlier
EPI_ISL_277234,molecular clock outlier
EPI_ISL_277235,molecular clock outlier
EPI_ISL_277236,molecular clock outlier
EPI_ISL_277237,molecular clock outlier
EPI_ISL_277238,molecular clock outlier
EPI_ISL_277239,molecular clock outlier
EPI_ISL_277240,molecular clock outlier
EPI_ISL_277241,molecular clock outlier
EPI_ISL_277242,molecular clock outlier
EPI_ISL_294259,molecular clock outlier
EPI_ISL_294260,molecular clock outlier
EPI_ISL_294261,molecular clock outlier
EPI_ISL_294262,molecular clock outlier
EPI_ISL_294263,molecular clock outlier
EPI_ISL_294264,molecular clock outlier
EPI_ISL_294265,molecular clock outlier
EPI_ISL_294266,molecular clock outlier
EPI_ISL_294267,molecular clock outlier
EPI_ISL_294268,molecular clock outlier
EPI_ISL_294269,molecular clock outlier
EPI_ISL_294271,molecular clock outlier
EPI_ISL_294272,molecular clock outlier
EPI_ISL_294273,molecular clock outlier
EPI_ISL_294274,molecular clock outlier
EPI_ISL_294275,molecular clock outlier
EPI_ISL_294276,molecular clock outlier
EPI_ISL_294277,molecular clock outlier
EPI_ISL_294278,molecular clock outlier
EPI_ISL_294279,molecular clock outlier
EPI_ISL_294280,molecular clock outlier
EPI_ISL_294281,molecular clock outlier
EPI_ISL_294282,molecular clock outlier
EPI_ISL_294283,molecular clock outlier
EPI_ISL_294284,molecular clock outlier
EPI_ISL_294285,molecular clock outlier
EPI_ISL_294286,molecular clock outlier
EPI_ISL_294287,molecular clock outlier
EPI_ISL_294289,molecular clock outlier
EPI_ISL_294291,molecular clock outlier
EPI_ISL_294294,molecular clock outlier
EPI_ISL_294296,molecular clock outlier
EPI_ISL_329973,molecular clock outlier
EPI_ISL_329974,molecular clock outlier
EPI_ISL_329975,molecular clock outlier
EPI_ISL_329976,molecular clock outlier
EPI_ISL_329977,molecular clock outlier
EPI_ISL_329978,molecular clock outlier
EPI_ISL_329979,molecular clock outlier
EPI_ISL_329980,molecular clock outlier
EPI_ISL_329981,molecular clock outlier
EPI_ISL_371971,molecular clock outlier
EPI_ISL_329972,molecular clock outlier
EPI_ISL_372061,molecular clock outlier
EPI_ISL_239893,molecular clock outlier
EPI_ISL_195645,molecular clock outlier
EPI_ISL_394109,molecular clock outlier
EPI_ISL_294288,molecular clock outlier
EPI_ISL_274838,molecular clock outlier
EPI_ISL_341299,molecular clock outlier
EPI_ISL_396574,molecular clock outlier
EPI_ISL_372051,molecular clock outlier
EPI_ISL_192076,molecular clock outlier
EPI_ISL_372085,molecular clock outlier
EPI_ISL_205586,molecular clock outlier
EPI_ISL_281755,molecular clock outlier
EPI_ISL_394110,molecular clock outlier
EPI_ISL_366477,molecular clock outlier
EPI_ISL_372028,molecular clock outlier
EPI_ISL_320979,molecular clock outlier
EPI_ISL_368878,molecular clock outlier
EPI_ISL_17053647,molecular clock outlier
EPI_ISL_378743,molecular clock outlier
EPI_ISL_372023,molecular clock outlier
EPI_ISL_105790,molecular clock outlier
EPI_ISL_145697,molecular clock outlier
EPI_ISL_14218862,molecular clock outlier
EPI_ISL_127606,molecular clock outlier
EPI_ISL_93661,molecular clock outlier
EPI_ISL_499027,molecular clock outlier
EPI_ISL_2193966,molecular clock outlier
EPI_ISL_263247,molecular clock outlier
EPI_ISL_278953,molecular clock outlier
EPI_ISL_94618,molecular clock outlier
EPI_ISL_354684,molecular clock outlier
EPI_ISL_287833,molecular clock outlier
EPI_ISL_287856,molecular clock outlier
EPI_ISL_287930,molecular clock outlier
EPI_ISL_498957,molecular clock outlier
EPI_ISL_287934,molecular clock outlier
EPI_ISL_287989,molecular clock outlier
EPI_ISL_219035,molecular clock outlier
EPI_ISL_287955,molecular clock outlier
EPI_ISL_235101,molecular clock outlier
EPI_ISL_393707,molecular clock outlier
EPI_ISL_499034,molecular clock outlier
EPI_ISL_225065,molecular clock outlier
EPI_ISL_499012,molecular clock outlier
EPI_ISL_381588,molecular clock outlier
EPI_ISL_498958,molecular clock outlier
EPI_ISL_202525,molecular clock outlier
EPI_ISL_287863,molecular clock outlier
EPI_ISL_287931,molecular clock outlier
EPI_ISL_287969,molecular clock outlier
EPI_ISL_288024,molecular clock outlier
EPI_ISL_288046,molecular clock outlier
EPI_ISL_499030,molecular clock outlier
EPI_ISL_381584,molecular clock outlier
EPI_ISL_499015,molecular clock outlier
EPI_ISL_499033,molecular clock outlier
EPI_ISL_302518,molecular clock outlier
EPI_ISL_10119,molecular clock outlier
EPI_ISL_164036,molecular clock outlier
EPI_ISL_140104,molecular clock outlier
EPI_ISL_302517,molecular clock outlier
EPI_ISL_10115,molecular clock outlier
EPI_ISL_263156,molecular clock outlier
EPI_ISL_394108,molecular clock outlier
EPI_ISL_152392,molecular clock outlier
EPI_ISL_166617,molecular clock outlier
EPI_ISL_84852,molecular clock outlier
EPI_ISL_205176,molecular clock outlier
EPI_ISL_205177,molecular clock outlier
EPI_ISL_93660,molecular clock outlier
EPI_ISL_152184,molecular clock outlier
EPI_ISL_152259,molecular clock outlier
EPI_ISL_94616,molecular clock outlier
EPI_ISL_84850,molecular clock outlier
EPI_ISL_219954,molecular clock outlier
EPI_ISL_152293,molecular clock outlier
EPI_ISL_379460,molecular clock outlier
EPI_ISL_351947,molecular clock outlier
EPI_ISL_353953,molecular clock outlier
EPI_ISL_273942,molecular clock outlier
EPI_ISL_354677,molecular clock outlier
EPI_ISL_309766,molecular clock outlier
EPI_ISL_342255,molecular clock outlier
EPI_ISL_362216,molecular clock outlier
EPI_ISL_249386,molecular clock outlier
EPI_ISL_208772,molecular clock outlier
EPI_ISL_2193224,molecular clock outlier
EPI_ISL_93647,molecular clock outlier
EPI_ISL_83687,molecular clock outlier
EPI_ISL_83688,molecular clock outlier
EPI_ISL_84989,molecular clock outlier
EPI_ISL_84990,molecular clock outlier
EPI_ISL_84991,molecular clock outlier
EPI_ISL_84992,molecular clock outlier
EPI_ISL_84993,molecular clock outlier
EPI_ISL_84994,molecular clock outlier
EPI_ISL_84995,molecular clock outlier
EPI_ISL_83689,molecular clock outlier
EPI_ISL_94613,molecular clock outlier
EPI_ISL_15082334,molecular clock outlier
EPI_ISL_205357,molecular clock outlier
EPI_ISL_94612,molecular clock outlier
EPI_ISL_94643,molecular clock outlier
EPI_ISL_356272,molecular clock outlier
EPI_ISL_377692,molecular clock outlier
EPI_ISL_381129,molecular clock outlier
EPI_ISL_240591,molecular clock outlier
